SID,Category,Product Name,Temp Stock,Stock,Size,Units,Price,8/2,8/2 $,8/3,8/3 $,8/4,8/4 $,8/5,8/5 $,8/6,8/6 $,Min Level,re-stock Quantity,re-stock Price,Supplier,Barcode/QR2-Data,Barcode/QR2-Type,Value,Tags,Notes,Stock July,Thu 7/24,Fri 7/25,Sat 7/26,Sun 7/27,Mon 7/28,Tue 7/29,Wed 7/30,Thu 7/31,Photo1
SPBR-INV-0136,Snacks,Moby crunchy chocolate,,7,60,Grams,₱ 35,1,₱ 35,1,₱ 35,,₱ 0,,₱ 0,,₱ 0,,,,,4800523220482,org.gs1.EAN-13,₱ 245,,,8,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_eCjk9tIuNjM7Y2v7vAHgU5ZOKZ02XbY0CqQDjDRCJET0fChgclIwMg==
SPBR-INV-0184,Alcoholic Beverages,Mojitos,,2,700,ml,₱ 500,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4806512270278,org.gs1.EAN-13,"₱ 1,000",,,2,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_y8hQdZiXApgXae6Wohvpg2HN26BAvowltm0V6QDIDmZFYBVCLTPsCA==
SPBR-INV-0201,Cigarettes,More,,531,1,Stick,₱ 10,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,48033763,org.gs1.EAN-8,"₱ 5,310",,,556,,,3,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_DbHU64jis4fPvXQzyd2FUhbqWakS-HeT8UGbVTC0ZofnNPfkx3rDOQ==
SPBR-INV-0063,Toiletries,Mouthwash listerine fresh burst,,2,100,ml,₱ 75,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,8850007814313,org.gs1.EAN-13,₱ 150,,,2,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_RdJU6bQymwicTCvP5E4zxflXZTBBeQKkTXMAEaIe5Rqpl-SiWcOsAA==
SPBR-INV-0149,Snacks,Nagaraya hot&spicy,,0,80,Grams,₱ 40,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,731126105088,org.gs1.UPC-A,₱ 0,,,1,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_V4YA_OYBLXYwAhhMfNVrtZlRw1OjJYkDOKnGyRL9scLrRGpDwPSVgw==
SPBR-INV-0150,Snacks,Nagaraya original,,6,80,Grams,₱ 40,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,731126101080,org.gs1.UPC-A,₱ 240,,,1,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_rlY6IZRakjAU-X5K7wIEpAHzJdwpTe1AUaK_WFmvtvLZzg0uJXCWfg==
SPBR-INV-0195,Cold Beverages,Nature's spring drinking water,,69,1,Liter,₱ 35,12,₱ 420,11,₱ 385,,₱ 0,1,₱ 35,,₱ 0,,,,,4800049720121,org.gs1.EAN-13,"₱ 2,415",,,100,,,15,,1,,,,https://lnk.sortly.co/v2/downloads/photo/v2_egyNF9W-1yoHqCm4BpJlFoJ7M_-6dzo6_LfD_0rlv7j6JQd6HpJOcQ==
SPBR-INV-0196,Cold Beverages,Nature's spring drinking water,,115,500,ml,₱ 20,9,₱ 180,4,₱ 80,,₱ 0,,₱ 0,,₱ 0,,,,,4800049720114,org.gs1.EAN-13,"₱ 2,300",,,162,2,,13,,2,,,,https://lnk.sortly.co/v2/downloads/photo/v2_FudjGQIEDA6jIN0M3tzgZY9numcHfDzxUp5Ro8V_6j5lSus76X_shA==
SPBR-INV-0103,Hot Beverages,Nescafe classic,,7,1.9,Grams,₱ 5,,₱ 0,,₱ 0,,₱ 0,,₱ 0,4,₱ 20,,,,,4800361339568,org.gs1.EAN-13,₱ 35,,,9,,,2,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_YulMziQaZnEsrSzJlJLexNEHHCKgdHEtkIU89_4CJygCHpR2SIQqkA==
SPBR-INV-0089,Hot Beverages,Nescafe creamy latte,,21,25.5,Grams,₱ 15,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800361383493,org.gs1.EAN-13,₱ 315,,,13,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_rstFaxrY0GM9IkObpFoNr3-0vOGKVCmmoM8BZYEM-zEckbqUuMgixg==
SPBR-INV-0087,Hot Beverages,Nescafe creamy white,,27,20,Grams,₱ 15,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800361393096,org.gs1.EAN-13,₱ 405,,,10,,,1,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_XWIiLob4A-325i0KznSV5gziSIZMqnKkGUrwAh7m2iFlRRp2jI_etw==
SPBR-INV-0090,Hot Beverages,Nescafe original,,9,26,Grams,₱ 15,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800361403764,org.gs1.EAN-13,₱ 135,,,2,,,2,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_MUboLPDRLvbLWD7l3sr6Jj28vFNGNDyLVHL1oljA7ThuGK9jFYl0kQ==
SPBR-INV-0095,Cold Beverages,Nestea apple iced tea,,23,,,₱ 30,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800361382083,org.gs1.EAN-13,₱ 690,,,24,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_WDHVU53EFlbSgFazzGUif-AUwciOJVvELD5Bxa8ZYM5muREQwKzO6w==
SPBR-INV-0223,Hot Beverages,Nestle Bear Brand Swak,,11,33,Grams,₱ 20,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,0,EAN,₱ 220,,,,,,,,,,,,
SPBR-INV-0094,Hot Beverages,Nestle milo,,23,48,Grams,₱ 15,,₱ 0,1,₱ 15,,₱ 0,,₱ 0,,₱ 0,,,,,4800361415293,org.gs1.EAN-13,₱ 345,,,15,,,2,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_WDARUPy9YzzuiB8-gByZFqXkTvCUHHVa-gfz5tPsSd2_bTSAytr4FA==
SPBR-INV-0187,Alcoholic Beverages,Novellino sparkling red,,3,750,ml,₱ 400,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4806508630284,org.gs1.EAN-13,"₱ 1,200",,,3,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_Od816HzDyujv1wkSAOF6XmcCa4OHM6_SHtpo6XIEWFCCz9rQRFNtrA==
SPBR-INV-0057,Toiletries,Nursy baby wipes,,1,200,mm,₱ 50,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800488958154,org.gs1.EAN-13,₱ 50,,,1,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_K6rGjPPDwlk6u7XNbA_yaBFp6nqz0SNxEP_eMMF4QwJDQ8cDFyfajw==
SPBR-INV-0141,Snacks,Nutrisnack Ri-chee Milk Flavor,,2,60,Grams,₱ 35,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800523220123,org.gs1.EAN-13,₱ 70,,,2,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_ASuX3m0Z9N0oTM7-lloKNB3GD-pAC0W7q8YGPp7r1Uz25qYSkUQ9fQ==
SPBR-INV-0131,Snacks,Oishi Fish crackers,,16,24,Grams,₱ 20,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800194116619,org.gs1.EAN-13,₱ 320,,,17,,,1,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_w_t_FBGvolMgoawKdDjK0TcH1tbuPyTaUuZf2K3AMp4WFwvg5sJrGg==
SPBR-INV-0132,Snacks,Oishi onion rings,3,6,16,Grams,₱ 20,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800194104982,org.gs1.EAN-13,₱ 120,,,9,,,,,1,,,,https://lnk.sortly.co/v2/downloads/photo/v2_4s6ypkLaeHQwOkfNLGqove9ajTGuJuXUcNJEUTCiuF6-zgfy0nm7lw==
SPBR-INV-0151,Snacks,Oishi pillows,,1,38,Grams,₱ 15,1,₱ 15,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800194116466,org.gs1.EAN-13,₱ 15,,,2,,,1,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_IhWEv16SyA6cNS0Zzs8ynQEY-FkA5wKeMejdh9VRZwhdFNkfFz_Olg==
SPBR-INV-0137,Snacks,Oishi Prawn Crackers Hot and Spicy,,3,60,Grams,₱ 35,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800194105965,org.gs1.EAN-13,₱ 105,,,4,1,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_ZPB6cdMx8TZzeO0pH1sRZ7hEkkdL20MRUqpBZqlFcfR0fj_A1oGOfw==
SPBR-INV-0138,Snacks,Oishi prawn crackers spicy flavor,,4,24,Grams,₱ 20,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800194104968,org.gs1.EAN-13,₱ 80,,,4,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_8dcQRLPO28QyIm-_GRWiJum53iT_oFNBpU0RANFvFo2sXXZiGbQ19Q==
SPBR-INV-0072,Toiletries,Palmolive naturals intensive moisture conditioner,,1,90,ml,₱ 80,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4808888428024,org.gs1.EAN-13,₱ 80,,,1,,,1,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_nx_wvYQhoKhw2nC_hrTP_zFqYIeImckG48ePMSTV3TZ1hHAk4DmJZw==
SPBR-INV-0077,Toiletries,Palmolive naturals ultra smooth,,19,15,ml,₱ 12,2,₱ 24,4,₱ 48,,₱ 0,,₱ 0,,₱ 0,,,,,8850006493038,org.gs1.EAN-13,₱ 228,,,26,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_e3h3pzlhmIWvqScmk6MXqhVzXqzAboJiaFt5YnW4uVlSKz6lpnuMZA==
SPBR-INV-0229,Kitchen & Condiments,Papa Banana Ketchup,,4,320,Grams,₱ 60,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,0,EAN,₱ 240,,,,,,,,,,,,
SPBR-INV-0205,Supplies,Pop-i disposable gloves,,3,1,Pack,₱ 50,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4806509574662,org.gs1.EAN-13,₱ 150,,,4,,,5,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_p9jyHeFhhQAyelMgapsPwhUYst5E-kAzhb4JTxyfVb8xF7Ncct2J_w==
SPBR-INV-0107,Snacks,Pringles original,,1,102,Grams,₱ 120,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,8886467100017,org.gs1.EAN-13,₱ 120,,,1,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_CmM_I-bKRjlbCfK47P4gzQ1nRzXSAEdUwuXgIxdGupPMHpmztuCvOg==
SPBR-INV-0108,Snacks,Pringles sour cream & onion,,2,102,Grams,₱ 120,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,K116317895,org.gs1.EAN-13,₱ 240,,,2,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_i_PQfW8LXUCGdbkwLDMqW5tcTc1gC_BK850beWAnB3xczyC0Rv253A==
SPBR-INV-0023,Kitchen & Condiments,Ram Hot sauce,,4,160,ml,₱ 80,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800017929402,org.gs1.EAN-13,₱ 320,,,4,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_l-2i-Qi7cFm__p4ncNlXNellfMIyZ5frX0Tgqowhw3tWO4Zm1nclWA==
SPBR-INV-0112,Snacks,Rebisco crackers,,14,33,Grams,₱ 12,,₱ 0,1,₱ 12,,₱ 0,,₱ 0,,₱ 0,,,,,4800092113338,org.gs1.EAN-13,₱ 168,,,17,,,1,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_Ho2O3CY2NFw7cbdvRZsnR4yQazMrwME_Fn79Wyp29nMzbZe68NpvyA==
SPBR-INV-0228,Alcoholic Beverages,Red Horse Beer,,146,1,Liter,₱ 150,3,₱ 450,6,₱ 900,2,₱ 300,1,₱ 150,,₱ 0,,,,,0,EAN,"₱ 21,900",,,,,,,,,,,,
SPBR-INV-0168,Alcoholic Beverages,Red Horse Beer ,,5,500,ml,₱ 75,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4801032211077,org.gs1.EAN-13,₱ 375,,,6,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_7jHQho_hb4ZFd5mBdeNurxHhfACbboWs0QTHYEThMcTTieLIe0LCbw==
SPBR-INV-0164,Alcoholic Beverages,Red Horse Beer extra Strong,,20,330,ml,₱ 85,2,₱ 170,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4801032215044,org.gs1.EAN-13,"₱ 1,700",,,21,,,,,1,,,,https://lnk.sortly.co/v2/downloads/photo/v2_cKO4mLYvirTATX6k7x9D3IU6Ls1y3SQ2nOjsCwYKlXbSAVamjO97vQ==
SPBR-INV-0191,Alcoholic Beverages,Red Horse Super,,21,1000,ml,₱ 160,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4801032231136,org.gs1.EAN-13,"₱ 3,360",,,11,,,2,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_aFXPp8tva4Fzg-PY8z4UsmwuZJb9jMSUF7_q8BcMOhMnx2ZU39WLtw==
SPBR-INV-0162,Cold Beverages,Redbull energy drink,,45,150,ml,₱ 50,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,8850228000267,org.gs1.EAN-13,"₱ 2,250",,,55,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_2_22LTbPs8pey1lCqCmg5S3sEgFWSkSh1sAcS6ElLgU_O0N_1JPevw==
SPBR-INV-0134,Snacks,Regent Cheese Ring,,5,60,Grams,₱ 35,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4801688103511,org.gs1.EAN-13,₱ 175,,,6,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_WZEmlLuCmwFYzEeTM1g91kLXI4n47QNUYe1gbHVVSSctbRrawp060g==
SPBR-INV-0083,Toiletries,Rexona powder dry+brightening,,15,3,ml,₱ 15,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800888158888,org.gs1.EAN-13,₱ 225,,,15,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_i-qIpzrhVTU-uokzIh-7OR6gElZnlieDHSUgnP5gvEcEo9oFlhLSEg==
SPBR-INV-0081,Toiletries,Rexona shower clean,,1,3,ml,₱ 15,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800888150608,org.gs1.EAN-13,₱ 15,,,16,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_RIn7Lcxv0ml8cfVO2QSKlnJ5ylZDT4Ap7JsP9-8w8SsvHmjJsGmZEQ==
SPBR-INV-0064,Toiletries,Rexona shower clean+brightening,,3,25,ml,₱ 80,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800888150622,org.gs1.EAN-13,₱ 240,,,3,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_eVsLiNfyjwICDeym83PVx8lD-W98RU3omPk1z4y19WjdwZIZtAt19Q==
SPBR-INV-0066,Toiletries,Rhea Superscent oil,,3,25,ml,₱ 40,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,48037389,org.gs1.EAN-8,₱ 120,,,3,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_2NERTcLfFiOKrFci46Z_RiFCTyklk6mgYicOZsy-KTgkK9aj_126LA==
SPBR-INV-0189,Cold Beverages,Royal,,18,1.5,Liter,₱ 100,1,₱ 100,1,₱ 100,,₱ 0,,₱ 0,1,₱ 100,,,,,4801981116171,org.gs1.EAN-13,"₱ 1,800",,,14,,,1,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_N622SllPlaF1k02W2PJ1xmHuXNlAQaV5oCHcpf3CJpPDGGNHFGUIXQ==
SPBR-INV-0042,Toiletries,Safeguard family germ protection pure white,,13,55,Grams,₱ 30,1,₱ 30,1,₱ 30,,₱ 0,,₱ 0,,₱ 0,,,,,4902430945554,org.gs1.EAN-13,₱ 390,,,15,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_1FU9a70Bom6M8cSw1Jd3JXimvLucw2jm1Y38Kj_UpIwW6Bm03yVlNg==
SPBR-INV-0043,Toiletries,Safeguard family germ protection pure white,,17,22,Grams,₱ 15,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4902430495066,org.gs1.EAN-13,₱ 255,,,14,,,4,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_2v044UNKGZCDU_ebma_lBdAxJiZQeT-d3f6ZblGZUhCD76zYC3kvXA==
SPBR-INV-0193,Alcoholic Beverages,San Miguel Grande,,47,1000,ml,₱ 150,5,₱ 750,8,"₱ 1,200",3,₱ 450,,₱ 0,1,₱ 150,,,,,4801032111131,org.gs1.EAN-13,"₱ 7,050",,,24,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_d3IX2hkRzzFewfFUwU3h5hHYF7i22hRc25KtTXv-QgHgi-Y5B9zM1A==
SPBR-INV-0165,Alcoholic Beverages,San Miguel Light,,25,330,ml,₱ 60,1,₱ 60,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4801032741048,org.gs1.EAN-13,"₱ 1,500",,,27,,,1,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_u85VjQrr7ZwUfu7AKI4v83IbLecINXC5cteFjrRZE3vBy7krXfWn5A==
SPBR-INV-0178,Alcoholic Beverages,San Miguel Pale Pilsen ,,24,320,ml,₱ 85,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4801032111025,org.gs1.EAN-13,"₱ 2,040",,,18,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2__g0iZ9SpR0DEqDFvZ5aNZGbno22B0I3MZBSyd_OwFBcrqkcVpV_lzQ==
SPBR-INV-0217,Supplies,Sando bag,,41,1,Item,₱ 5,,₱ 0,9,₱ 45,,₱ 0,,₱ 0,,₱ 0,,,,,0,org.gs1.EAN-13,₱ 205,,UPDATE: Barcode needs to be scanned and updated,25,,,25,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_eXYbBjEZ97d5tMpSssgcwduryLJCMaVd8rL1B7B5jBvn6YgiYZbCyQ==
SPBR-INV-0046,Toiletries,Silka whitening herbal soap green & papaya,,5,65,Grams,₱ 30,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4806507832214,org.gs1.EAN-13,₱ 150,,,5,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_A3El2aeVmQdwfQoX8zHSQEKN2wwDXhxA4hYjwZw1XhLHhWmsy_g6ZQ==
SPBR-INV-0047,Toiletries,Silka whitening herbal soap papaya,8,1,65,Grams,₱ 30,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4806507832481,org.gs1.EAN-13,₱ 30,,,2,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_0MUPK7Y0HqwW8q3BoAUO1fpfu_pgZJMrmxU7LApDLH4HauA17btR2A==
SPBR-INV-0013,Kitchen & Condiments,Silver swan sukang puti bottle,,0,385,ml,₱ 35,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800344004421,org.gs1.EAN-13,₱ 0,,,1,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_7-8Sx3e21HUJLoez810TP-iXCo0R2qEFVpkDbZIAS3NVJA1HQ9oiMw==
SPBR-INV-0014,Kitchen & Condiments,Silver swan sukang puti pouch,3,10,200,ml,₱ 15,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,0,org.gs1.EAN-13,₱ 150,,UPDATE: Barcode needs to be scanned and updated also update stock level,,,,7,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_f_7LSCJYeI9dZPnPwh8CsHSU-hPnJIkd9S_yuNfG9fVs7Fh9usu02w==
SPBR-INV-0015,Kitchen & Condiments,Silver swan sukang soy sauce,6,6,200,ml,₱ 15,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,0,org.gs1.EAN-13,₱ 90,,UPDATE: Barcode needs to be scanned and updated also update stock level,,,,,,,,,,
SPBR-INV-0055,Toiletries,Sisters Day maxi regular flow with wings,,11,240,mm,₱ 10,,₱ 0,1,₱ 10,,₱ 0,,₱ 0,,₱ 0,,,,,4806506318818,org.gs1.EAN-13,₱ 110,,,13,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_12bD1gS5doV99mwfXnro4cqgWPkUMStnq0YFJq3yANvEO_D98BzuXg==
SPBR-INV-0113,Snacks,Skyflakes crackers,,11,250,Grams,₱ 12,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,750515018402,org.gs1.UPC-A,₱ 132,,,11,,,1,,1,,,,https://lnk.sortly.co/v2/downloads/photo/v2_wg5N_vhGH4RSfsOIywvDZ2qo48u2CiVgJwqty3QT65Njz0qlRVsCEQ==
SPBR-INV-0037,Supplies,Smart dishwashing paste,,34,200,Grams,₱ 35,1,₱ 35,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800045310173,org.gs1.EAN-13,"₱ 1,190",,,40,,,1,,1,,,,https://lnk.sortly.co/v2/downloads/photo/v2_l9rV4b0mZpl0UzgSZStLRZ_b8l-KKhFv-tNRZfEclBuLhbjrAdgbRA==
SPBR-INV-0211,Snacks,Snow bear,,107,1,Item,₱ 2,7,₱ 14,1,₱ 2,7,₱ 14,,₱ 0,,₱ 0,,,,,4806500730012,org.gs1.EAN-13,₱ 214,,,146,,,13,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_m6rscsvtgLztbSxyRiuOZm-ejJ1QmcAkjtGysJ11x8gCOSG99szTew==
SPBR-INV-0008,Food Packs,Spicy batchoy small,,5,40,Grams,₱ 35,,₱ 0,2,₱ 70,,₱ 0,,₱ 0,,₱ 0,,,,,4807770273810,org.gs1.EAN-13,₱ 175,,,5,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_QuPGv4trqIfOdXGpHGHdyfuj80rFi5edNFeZfLswWQRmiE8ctqiDPg==
SPBR-INV-0010,Food Packs,Spicy bulalo small,,0,40,Grams,₱ 35,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4807770273612,org.gs1.EAN-13,₱ 0,,,1,1,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_ILLJUoHp9TxAXTNz3IhKrazanSI8fsh-pgzYFcnJGea6_fwoyE3ywQ==
SPBR-INV-0207,Supplies,Spoon disposable,,46,1,Item,₱ 3,,₱ 0,1,₱ 3,,₱ 0,,₱ 0,,₱ 0,,,,,4806039601128,org.gs1.EAN-13,₱ 138,,,50,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_dapPWsEqm-nEHiLIzGA3yFNEkFOMbY2E-jbyR8OTxNHeer3rPxMIRw==
SPBR-INV-0230,Cold Beverages,Sprite 1.5 Litro,,12,1.5,Liter,₱ 100,4,₱ 400,2,₱ 200,,₱ 0,,₱ 0,,₱ 0,,,,,0,EAN,"₱ 1,200",,,,,,,,,,,,
SPBR-INV-0225,Cold Beverages,Sprite Mismo ,,32,290,ml,₱ 25,1,₱ 25,2,₱ 50,,₱ 0,1,₱ 25,,₱ 0,,,,,0,EAN,₱ 800,,,,,,,,,,,,
SPBR-INV-0204,Supplies,Styrocup,25,25,1,Item,₱ 5,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4806509572842,org.gs1.EAN-13,₱ 125,,,61,,,13,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_f1MP6Ohbtfrdu4O5NjMviKvGW8XYcjbiBaCfCO09KZXfHcdZGEAfLQ==
SPBR-INV-0194,Cold Beverages,Summit natural drinking water,,0,1000,ml,₱ 35,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800014142088,org.gs1.EAN-13,₱ 0,,,18,3,,9,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_mNvsh6vf_YiYFLGEsQUYI28gXwnKKYvSNyypi7RA10gQAD1d8Tdz7Q==
SPBR-INV-0078,Toiletries,Sunsilk co-creations shampoo,,27,15,ml,₱ 12,2,₱ 24,4,₱ 48,,₱ 0,,₱ 0,,₱ 0,,,,,4800888169716,org.gs1.EAN-13,₱ 324,,,16,,,5,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_BPRhP5e-P-GSAS4jeJxKS2oOdps7WXQe9TAJkQn7JBO7QU6ldLagOA==
SPBR-INV-0036,Supplies,Surf Bar Detergent Rose Fresh,,5,120,Grams,₱ 15,1,₱ 15,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800888136671,org.gs1.EAN-13,₱ 75,,,3,,,2,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_Ofrcvw4WZMgHpO16mROXdhjztZeL7PYI9zOtD_OK0Z48DEUbImDu3w==
SPBR-INV-0041,Supplies,Surf Powder Detergent Rose Fresh,,8,65,Grams,₱ 15,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800888183804,org.gs1.EAN-13,₱ 120,,,9,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_7nUUy9BBzbaIRugAx0Oq-PUxfzkD971JTv2cP1uw0Mf87U7S57KOvA==
SPBR-INV-0172,Alcoholic Beverages,Tanduay rhum dark,,28,375,ml,₱ 85,2,₱ 170,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800220503253,org.gs1.EAN-13,"₱ 2,380",,,33,,,3,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_u6Q1DB50IT1K0SH2O-MbMI1oyD-A8eO56j1dDaFkx-1-gYlM1tmkbA==
SPBR-INV-0173,Alcoholic Beverages,Tanduay rhum dark,,32,750,ml,₱ 175,1,₱ 175,2,₱ 350,,₱ 0,,₱ 0,,₱ 0,,,,,4800220503154,org.gs1.EAN-13,"₱ 5,600",,,15,,,7,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_aZVdN6_GV71NYRmtpzVj_20KhI6tMVuYyng5_TYwNXaX_PvfRQR21Q==
SPBR-INV-0170,Alcoholic Beverages,Tanduay rhum light,,33,375,ml,₱ 85,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800220587253,org.gs1.EAN-13,"₱ 2,805",,,32,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_3gGnMoScEFegmt78IBA31AJPnUMTgeE3DUVpaLgpbPhr-KtDXEiKaQ==
SPBR-INV-0171,Alcoholic Beverages,Tanduay rhum light,,15,750,ml,₱ 175,,₱ 0,1,₱ 175,,₱ 0,,₱ 0,,₱ 0,,,,,4800220587154,org.gs1.EAN-13,"₱ 2,625",,,15,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_ksZODZGRcMUWuXzHUbYw9snl2shE3fJ8vuQSI7BfPNSlyS6on7qK9Q==
